NOMBRE,CATEGORIA,COD_REG,NOM_REG,COD_PROV,NOM_PROV,COD_COM,NOM_COM,COD_DIS,NOM_DIS,ID,Norte,Este UTM Huso 19 Sur,point_latitude,point_longitude
Buena Fe,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8861,5963668.03451000000,177569.89594700000,-36.41807559,-72.59586031
Tome Chico,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8862,5962327.48266000000,177924.00254100000,-36.43025606,-72.59247453
Cantero,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8863,5961969.95825000000,178700.06144500000,-36.43373295,-72.58398167
Pachagua,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8864,5961633.43799000000,179813.03503400000,-36.43713273,-72.57172762
Tauco,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8865,5962332.14906000000,181876.14588100000,-36.43153177,-72.54846681
Antiquereo,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8866,5960933.63515000000,183934.61005400000,-36.44479574,-72.52611535
La Capilla,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8867,5961142.78794000000,174731.35754900000,-36.43983868,-72.62851825
Matenco,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8868,5960446.19052000000,169267.80012000000,-36.44423861,-72.68965054
La Laguna,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8869,5960517.76338000000,170926.84313000000,-36.44416503,-72.67114629
Goropeumo,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8870,5959747.59397000000,171723.01974900000,-36.45136678,-72.6626067
Hernan Branas,Aldea,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8871,5957592.54170000000,169498.78940900000,-36.46999114,-72.68829562
Miramar,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842003,Denecßn,8872,5956553.24157000000,169510.55421800000,-36.47934526,-72.68860824
Cerro Alto,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8873,5956883.34938000000,171570.00197400000,-36.47708331,-72.66552525
Patagual,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842003,Denecßn,8874,5955961.09324000000,170905.89719500000,-36.48515274,-72.67331556
La Higuera,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8875,5956511.14630000000,173598.91995900000,-36.48112507,-72.64307947
La Laguna Sur,Otros,08,BÝo BÝo,084,Ðuble,08404,Coelemu,0840401,Coelemu,8876,5955094.99234000000,170121.55442400000,-36.49267496,-72.68242329
Denecan,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842003,Denecßn,8877,5954259.68109000000,172211.26356600000,-36.50090738,-72.65949315
Valle Alegre,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8878,5958857.86143000000,173622.34850800000,-36.46001972,-72.64182932
Centinela,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8879,5957763.14889000000,173425.31578600000,-36.46980174,-72.64448543
El Colo,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842003,Denecßn,8880,5957582.58783000000,174954.08300700000,-36.47194579,-72.62753158
Las Nieves,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842003,Denecßn,8881,5952004.48793000000,177053.13701300000,-36.52284305,-72.60647766
Torreon Alto,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842003,Denecßn,8882,5951164.03968000000,179567.47527400000,-36.53125029,-72.57879755
Torreon Bajo,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842003,Denecßn,8883,5954250.05772000000,176647.65331500000,-36.50250222,-72.61005804
Chudal Chico,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842003,Denecßn,8884,5951398.48493000000,181282.44711800000,-36.52971377,-72.55958038
El Salto,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842003,Denecßn,8885,5952185.26008000000,181477.36555300000,-36.5226995,-72.5570827
El Arrayan,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842003,Denecßn,8886,5953261.45512000000,180529.45446100000,-36.51270027,-72.56720484
Trancoyan Chico,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842003,Denecßn,8887,5954320.94367000000,182203.51613800000,-36.50372441,-72.54810914
Ca±a Dulce,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842003,Denecßn,8888,5956392.90152000000,179357.79585000000,-36.48413316,-72.57896599
Paniagua,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8889,5958938.04731000000,181034.76791600000,-36.46179218,-72.55923202
Minas de Leuque,Otros,08,BÝo BÝo,084,Ðuble,08420,Treguaco,0842002,Treguaco,8890,5959964.60115000000,177076.44534400000,-36.4512312,-72.6028954
Paso El Sodado Boyen,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841102,Pincura,8891,5933192.34015000000,234596.62343800000,-36.70990503,-71.97122821
Rosal Bajo,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841102,Pincura,8892,5935573.50519000000,237305.35080900000,-36.68922021,-71.94012277
El Patagual,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841102,Pincura,8893,5934326.98549000000,238781.18509600000,-36.70084937,-71.92404987
Tejeria,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841103,TestamentadurÝa,8894,5930259.72988000000,235930.47118500000,-36.73667843,-71.95732663
Santa Eduviges,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841103,TestamentadurÝa,8895,5928263.51173000000,235297.63083800000,-36.75447355,-71.96509717
Los Canelos,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841103,TestamentadurÝa,8896,5924533.81552000000,241523.45482500000,-36.78976974,-71.89670369
El Cardal,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841101,Pinto,8897,5929745.32262000000,239618.84859100000,-36.74232863,-71.91624454
Calabocillo,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841103,TestamentadurÝa,8898,5928067.30058000000,241325.96715200000,-36.75790313,-71.89771576
Pinto,Pueblo,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841101,Pinto,8899,5934029.07567000000,241556.78623700000,-36.70429035,-71.89311686
Los Pedernales,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841101,Pinto,8900,5931580.24149000000,240232.60759200000,-36.72597671,-71.90875472
Royen Chico,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841101,Pinto,8901,5930611.80705000000,241274.14782500000,-36.73498016,-71.89743345
El Rosal,Aldea,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841101,Pinto,8902,5932194.55669000000,245588.16279800000,-36.72189562,-71.84864919
Santo Domingo,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841103,TestamentadurÝa,8903,5927472.33221000000,238767.43880200000,-36.76255843,-71.9265468
Las Vegas,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841101,Pinto,8904,5929853.42640000000,247139.85866800000,-36.7433891,-71.83206887
Vegas de Saldia,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841104,Trellencas,8905,5927529.29551000000,247272.51958200000,-36.76435038,-71.8313542
Los Lingues,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841104,Trellencas,8906,5925780.95053000000,247077.52024400000,-36.78004,-71.83411622
Las Cruces,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841103,TestamentadurÝa,8907,5921587.24495000000,247195.30727200000,-36.81783023,-71.83418983
Cuatro Esquinas,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841104,Trellencas,8908,5922785.78531000000,248763.27763200000,-36.80745636,-71.81623505
Ciruelito,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841104,Trellencas,8909,5924049.51994000000,250525.91456800000,-36.79654384,-71.79608421
Los Hoyos,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841104,Trellencas,8910,5924001.98944000000,251456.54375000000,-36.79721648,-71.78568052
Loma Alta,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841104,Trellencas,8911,5924412.15715000000,251868.08050200000,-36.7936312,-71.78093934
El Empedrado,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841104,Trellencas,8912,5924761.58277000000,253211.05341400000,-36.79083575,-71.76579073
La Leonera,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841104,Trellencas,8913,5922820.80970000000,254379.90257900000,-36.80861484,-71.753331
El Chacay,Aldea,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841105,Recinto,8914,5920758.80690000000,259730.45511500000,-36.82855571,-71.69406486
Recinto Los Lleuques,Pueblo,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841105,Recinto,8915,5919169.76253000000,263116.48201000000,-36.84371896,-71.65663092
El Porvenir,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841105,Recinto,8916,5917264.76837000000,264216.85355900000,-36.86114854,-71.64489365
El Tranque,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841106,Atacalco,8917,5916010.26689000000,264494.57078000000,-36.87251462,-71.64217062
Los Manios,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841106,Atacalco,8918,5914037.38210000000,266619.50208200000,-36.89080825,-71.61896048
Atacalco,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841106,Atacalco,8919,5910886.11050000000,270647.05821900000,-36.92017418,-71.57475974
Las Termas de Chillan,Aldea,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841105,Recinto,8920,5911200.16688000000,278152.22891100000,-36.9191417,-71.49048681
Los Cipreses,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841106,Atacalco,8921,5908302.39467000000,272062.16205000000,-36.94378506,-71.55966639
San Jose,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841106,Atacalco,8922,5905619.63196000000,279165.91655900000,-36.96963825,-71.4807467
Coihuerta,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841106,Atacalco,8923,5908370.91908000000,285046.60281700000,-36.94622045,-71.41395717
Los Barros,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841106,Atacalco,8924,5899197.08899000000,285625.73753100000,-37.02897619,-71.41006533
Los Peucos,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841106,Atacalco,8925,5895969.44630000000,285726.27201900000,-37.05806848,-71.40985522
Chandia,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841106,Atacalco,8926,5902473.31454000000,283426.62261400000,-36.99896509,-71.4338266
Las Aguilas,Otros,08,BÝo BÝo,084,Ðuble,08411,Pinto,0841106,Atacalco,8927,5899330.85189000000,295111.69668200000,-37.02988904,-71.30346495
Los Despachos,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,8928,5878980.87606000000,167938.04429000000,-37.17661288,-72.73998393
Pataguaco,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8929,5878427.53846000000,168911.06683900000,-37.18193537,-72.72929108
Las Minas,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8930,5879326.72861000000,171265.55251600000,-37.17467821,-72.7024262
El Fuerte,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8931,5878262.64349000000,175405.77082000000,-37.18569756,-72.65634539
Tricauco,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8932,5875379.26110000000,177631.61450300000,-37.2124071,-72.63256316
Tarpellanca,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831303,La Aguada,8933,5874044.38789000000,178127.56720300000,-37.22458677,-72.62756057
Pozo de Oro,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8934,5877547.53115000000,177479.19250100000,-37.19284879,-72.6333412
Rio Claro,Aldea,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8935,5877707.63518000000,178472.43765100000,-37.19175094,-72.62210338
Tomentuco,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,8936,5882512.99514000000,166320.37345400000,-37.14426617,-72.75659325
Bilbao,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,8937,5884304.79478000000,165348.98813300000,-37.12780257,-72.76670748
Boideco,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,8938,5885595.62744000000,166850.80375600000,-37.11672727,-72.74926317
El Maiten,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,8939,5885024.44403000000,166277.99825500000,-37.12166106,-72.75595108
El Boldo,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,8940,5884698.38429000000,167236.79712400000,-37.12493514,-72.7453258
Rere,Aldea,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,8941,5883813.45860000000,168856.40421600000,-37.13346935,-72.72752292
Paso Burgos,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,8942,5884749.93788000000,169480.10619700000,-37.12526598,-72.72010278
Buena Esperanza,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,8943,5883056.92956000000,170813.47288500000,-37.14096489,-72.70586764
Colchagua,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,8944,5881338.24340000000,169663.33850400000,-37.15601947,-72.71954876
Las Minas,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8945,5880774.51040000000,172324.10711700000,-37.16202651,-72.68989251
Monterrey,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8946,5881556.77918000000,176294.14071000000,-37.15637215,-72.64493142
Rio Calro,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8947,5878186.35649000000,178789.49246800000,-37.18755339,-72.6183324
Santa Rosa de Choihue,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8948,5879830.53217000000,178778.09031800000,-37.17275824,-72.61775422
Ovejeria,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8949,5886250.87249000000,172282.30646800000,-37.1127493,-72.68796708
Chequenco,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8950,5886188.93686000000,176538.90119700000,-37.11478605,-72.64018092
Quebrada Honda,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8951,5884999.23758000000,176564.71130100000,-37.12549751,-72.64040411
Cerro Parra,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8952,5884935.61354000000,179135.24145400000,-37.12695438,-72.61155151
San Cristobal,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831301,Yumbel,8953,5885420.45732000000,180140.42400100000,-37.1229365,-72.60005102
San Miguel de Unihue,Caserio,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831301,Yumbel,8954,5883785.60584000000,181826.23635200000,-37.13821894,-72.58180494
Santa Cruz de Rio Claro,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831302,Estaci¾n,8955,5882506.19014000000,183910.69332100000,-37.15043596,-72.55892075
Pallauquen,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831302,Estaci¾n,8956,5881415.34063000000,185197.77343000000,-37.16068428,-72.54491332
Laguna de Flores,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831302,Estaci¾n,8957,5881698.04554000000,186784.78587900000,-37.15867373,-72.52695498
La Chicharra,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831302,Estaci¾n,8958,5880250.30985000000,183518.68217000000,-37.1705989,-72.56428071
Llahuilo,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831302,Estaci¾n,8959,5876675.61079000000,180819.93276700000,-37.20184054,-72.59614677
La Miseria,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831303,La Aguada,8960,5877170.67543000000,184317.27323000000,-37.19857565,-72.55660323
Puente Perales,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831303,La Aguada,8961,5873553.03574000000,186322.55003100000,-37.231799,-72.5355708
San Ignacio,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831303,La Aguada,8962,5873027.58406000000,188803.11828400000,-37.23735757,-72.50787874
La Aguada,Aldea,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831303,La Aguada,8963,5876366.20484000000,194600.75933600000,-37.20923437,-72.44126834
El Guape,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831303,La Aguada,8964,5875778.98132000000,192521.07543500000,-37.21383518,-72.46490535
La Aguada,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831303,La Aguada,8965,5878417.83811000000,193571.48276600000,-37.190437,-72.45200542
Los Puentes de Tapihue,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831302,Estaci¾n,8966,5881849.55949000000,193126.27843400000,-37.15941315,-72.4556042
Misque,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831302,Estaci¾n,8967,5880640.74772000000,191472.90527300000,-37.16974544,-72.47468963
Los Cipreses,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831302,Estaci¾n,8968,5881568.15268000000,189763.75795600000,-37.16083552,-72.49352128
El Dorado,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831303,La Aguada,8969,5878750.09035000000,187324.53327900000,-37.18537741,-72.52212003
Flor del Laja,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831303,La Aguada,8970,5877749.62081000000,189675.80081100000,-37.19516298,-72.49609489
Estacion Yumbel,Pueblo,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831302,Estaci¾n,8971,5883102.17200000000,185627.49829800000,-37.14565251,-72.53937437
Orillas del Rio Claro,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831301,Yumbel,8972,5885954.89029000000,184385.67330300000,-37.1195689,-72.55212961
Primavera,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831302,Estaci¾n,8973,5887620.36591000000,186389.21339900000,-37.10525757,-72.52892329
El Quillay,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831301,Yumbel,8974,5885454.63389000000,182560.33664700000,-37.12345257,-72.57284864
Centinela,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831301,Yumbel,8975,5886855.06197000000,182471.66367200000,-37.1108233,-72.57325199
El Pajal,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,8976,5889142.36985000000,180257.59406200000,-37.08949251,-72.59714873
Yumbel,Ciudad,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831301,Yumbel,8977,5888269.54006000000,183443.28352200000,-37.09842637,-72.56174064
Rosa Ester,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831301,Yumbel,8978,5887134.03875000000,184364.07362800000,-37.10895295,-72.5518761
Las Vegas de Yumbel,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831301,Yumbel,8979,5889323.08322000000,185419.29452100000,-37.08961299,-72.53910489
Obras de Rio Claro,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831301,Yumbel,8980,5890072.07547000000,186565.65410200000,-37.08325816,-72.52591782
Las Nieves,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831301,Yumbel,8981,5891450.02178000000,183247.68395900000,-37.06974603,-72.56259648
Cambrales,Caserio,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831301,Yumbel,8982,5895136.23905000000,184486.95045800000,-37.03699866,-72.54713659
Las Toscas,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831308,Choihue,8983,5896579.35306000000,185284.44549000000,-37.02428231,-72.53758338
Higuerillas,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831309,Tomeco,8984,5896966.80699000000,183424.05505600000,-37.02017147,-72.55829585
Reunion,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831308,Choihue,8985,5899643.74085000000,183175.39824000000,-36.99600338,-72.55996104
Choihue,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831308,Choihue,8986,5901646.65940000000,185277.31533500000,-36.97868828,-72.53554902
Bueyelemu,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831308,Choihue,8987,5905824.51306000000,183170.05193000000,-36.94039288,-72.55742906
Vega Blanca,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831308,Choihue,8988,5904307.04530000000,180772.05799000000,-36.95323614,-72.58494696
Collahuen,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831308,Choihue,8989,5900870.74451000000,179078.76778400000,-36.98357586,-72.60538819
Cerro Alto,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831308,Choihue,8990,5902957.37627000000,180193.97320000000,-36.96518269,-72.59199834
El Ajial,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831308,Choihue,8991,5902260.59440000000,175110.71031500000,-36.96971107,-72.64928766
Santa Julia,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831308,Choihue,8992,5903085.59835000000,177884.17239800000,-36.96324189,-72.61784004
El Cipres,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831308,Choihue,8993,5902744.82740000000,178369.95077600000,-36.96647368,-72.61253894
Lucay,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831307,Lucay,8994,5903438.53806000000,172605.69418500000,-36.95824675,-72.67686219
Rinconada del Valiente,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831307,Lucay,8995,5902290.84061000000,167529.65827000000,-36.96679277,-72.73426515
Mapuero,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831307,Lucay,8996,5902035.71701000000,171580.78245200000,-36.97050941,-72.68896064
Guaro,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831307,Lucay,8997,5901127.66054000000,170626.80097000000,-36.97834471,-72.70005189
Peleco,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831307,Lucay,8998,5901524.48120000000,172706.04155500000,-36.97550025,-72.67656642
El Parral,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831307,Lucay,8999,5898968.14729000000,164575.69910700000,-36.9956326,-72.76885463
Santa Cruz,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831307,Lucay,9000,5898067.86707000000,168387.15641600000,-37.00508224,-72.72650743
Pulperia,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831307,Lucay,9001,5899785.32087000000,172895.42073500000,-36.99121134,-72.67519656
Tomeco,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831309,Tomeco,9002,5900665.48592000000,176540.98401800000,-36.98455358,-72.63393489
Nahuelcura,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831309,Tomeco,9003,5897218.78516000000,176997.41285800000,-37.01571791,-72.6302923
Vega Larga,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831309,Tomeco,9004,5897950.91071000000,178927.67742200000,-37.00979267,-72.60832512
Butataru,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831309,Tomeco,9005,5893803.09939000000,179203.03939600000,-37.0472024,-72.60700249
Traiguen,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831306,TraiguÚn,9006,5893242.78618000000,177474.19526800000,-37.05165084,-72.6266462
Los Robles,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831301,Yumbel,9007,5889794.75000000000,181472.79753400000,-37.08403697,-72.58322526
El Rosal,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,9008,5887769.31930000000,178603.09562900000,-37.10127911,-72.61631616
El Guindo,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831304,San Crist¾bal,9009,5888795.74730000000,173231.86769800000,-37.09018818,-72.67619338
Curaco,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831306,TraiguÚn,9010,5890462.05835000000,175036.73806600000,-37.07582557,-72.65520529
Los Lirios,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831306,TraiguÚn,9011,5891073.31527000000,174426.00084400000,-37.07011499,-72.66179737
Huinanco,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,9012,5887615.14956000000,170363.77294800000,-37.09980401,-72.7089169
Potrerillos,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831306,TraiguÚn,9013,5888852.08557000000,170864.02345100000,-37.08885308,-72.70275683
Los Crisantemos,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,9014,5885675.27080000000,169117.37021700000,-37.11681435,-72.72376934
Piedras Blancas,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831305,Rere,9015,5887896.57809000000,165669.32588900000,-37.09560972,-72.76150838
Nininco,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831306,TraiguÚn,9016,5889593.51513000000,165513.73135400000,-37.08029058,-72.76249985
Santa Elena,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831306,TraiguÚn,9017,5889015.14325000000,168259.91674100000,-37.08646855,-72.73192444
San Carlos,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831306,TraiguÚn,9018,5890351.32217000000,168194.66521100000,-37.07442635,-72.73206704
San Jose de Perales,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831306,TraiguÚn,9019,5891924.14719000000,169126.92633700000,-37.06060767,-72.72090922
Palinco,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831306,TraiguÚn,9020,5891438.60686000000,171664.60523200000,-37.06586664,-72.69263733
Poca Vista,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831306,TraiguÚn,9021,5893178.74636000000,172499.48348400000,-37.05050468,-72.68250789
Palometan,Otros,08,BÝo BÝo,083,BÝo-BÝo,08313,Yumbel,0831306,TraiguÚn,9022,5895873.57113000000,171201.04548600000,-37.02580937,-72.69590352
