NOMBRE,CATEGORIA,COD_REG,NOM_REG,COD_PROV,NOM_PROV,COD_COM,NOM_COM,COD_DIS,NOM_DIS,ID,Norte,Este UTM Huso 19 Sur,point_latitude,point_longitude
Quebrada Encantada,Otros,01,Tarapacß,012,Arica,01201,Arica,0120117,Pedro Blanquier,1,7959889.61309000000,364324.79266200000,-18.44689119,-70.28480452
Gallinazos,Otros,01,Tarapacß,012,Arica,01201,Arica,0120115,Chacalluta,2,7965284.76132000000,360993.41889000000,-18.39792522,-70.31597477
Puerta Las AmÚricas,Caserio,01,Tarapacß,012,Arica,01201,Arica,0120115,Chacalluta,3,7965498.64794000000,362930.33110600000,-18.39611856,-70.29762705
Valle Hermoso,Otros,01,Tarapacß,012,Arica,01201,Arica,0120115,Chacalluta,4,7965320.05383000000,363512.41560800000,-18.39776985,-70.29212957
Porvenir,Otros,01,Tarapacß,012,Arica,01201,Arica,0120115,Chacalluta,5,7963950.83234000000,369095.13515100000,-18.41049409,-70.23937572
El Morro,Caserio,01,Tarapacß,012,Arica,01201,Arica,0120115,Chacalluta,6,7963759.00903000000,370100.55383600000,-18.41228928,-70.2298706
Alberto Jordan,Otros,01,Tarapacß,012,Arica,01201,Arica,0120115,Chacalluta,7,7964085.23459000000,374805.07511500000,-18.40962445,-70.18531579
La Libanesa,Otros,01,Tarapacß,012,Arica,01201,Arica,0120115,Chacalluta,8,7963793.82700000000,372422.12822700000,-18.41211563,-70.20789168
Molle Pampa (p),Otros,01,Tarapacß,012,Arica,01201,Arica,0120115,Chacalluta,9,7964924.17856000000,380292.98576000000,-18.40236029,-70.13331561
Asentamiento Alberto Jordßn,Caserio,01,Tarapacß,012,Arica,01201,Arica,0120115,Chacalluta,10,7964772.75493000000,379223.50291200000,-18.40366799,-70.1434484
Rosario,Caserio,01,Tarapacß,012,Arica,01201,Arica,0120115,Chacalluta,11,7964235.33642000000,381478.62263900000,-18.4086516,-70.12213262
Las Palmas,Caserio,01,Tarapacß,012,Arica,01201,Arica,0120115,Chacalluta,12,7961445.97506000000,384350.91404900000,-18.4340165,-70.09510165
Santa Rosa,Otros,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,13,7959109.90606000000,395869.34567600000,-18.45572511,-69.98616461
Linderos,Otros,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,14,7960808.36482000000,394882.19998700000,-18.44032756,-69.99542386
Jai±a,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110407,Chiapa,15,7837699.94198000000,474285.50129700000,-19.55538699,-69.24514271
Illalla,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110407,Chiapa,16,7838165.08338000000,476337.30613100000,-19.55120897,-69.22557662
Chiapa,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110407,Chiapa,17,7840042.20176000000,478197.51352800000,-19.53426656,-69.20782163
Sotoca,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110407,Chiapa,18,7833480.47663000000,475266.22894600000,-19.59353092,-69.23584873
Achuma,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,19,7941793.25229000000,452379.97156000000,-18.6142584,-69.45141355
Cuilco,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,20,7940933.90020000000,452212.29310400000,-18.62202121,-69.45302358
Upuya,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,21,7941007.25952000000,453165.96432600000,-18.62137975,-69.44398133
Timalchaca,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,22,7936912.86258000000,452534.68091900000,-18.65836969,-69.45006314
Bausire,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,23,7937102.53799000000,451911.04616800000,-18.65664119,-69.45597169
Chucasi±a,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,24,7940809.21876000000,446611.32774600000,-18.62301274,-69.50612216
Tignamar,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,25,7945325.96425000000,447434.58304000000,-18.58221246,-69.49819919
Oxa,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,26,7947681.46398000000,445648.48363800000,-18.56087859,-69.51506289
Estrella,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,27,7948925.72309000000,444424.94526900000,-18.54960131,-69.52662292
San Ramon,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,28,7946875.83268000000,446538.63588400000,-18.56818252,-69.50664908
Saxamar,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,29,7960924.43147000000,435460.26045800000,-18.4409051,-69.6111832
Taipicahue,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,30,7945839.93126000000,451334.20963800000,-18.57766136,-69.46122813
Tangane,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,31,7947164.32847000000,452863.12404100000,-18.56572658,-69.44670706
Subestaci¾n Lagunas,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110607,Buenaventura,32,7698253.02924000000,427933.96520500000,-20.81426636,-69.69255144
Bellavista,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110607,Buenaventura,33,7702594.57906000000,433281.48389400000,-20.775239,-69.64099884
Campamento Victoria,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110607,Buenaventura,34,7710755.41009000000,426550.24719100000,-20.70125043,-69.70532397
Ex Oficina Victoria,Caserio,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110607,Buenaventura,35,7706530.47591000000,431985.33840000000,-20.73963001,-69.65329815
Poconchile,Caserio,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,36,7959133.19410000000,394357.46525800000,-18.45543967,-70.00047999
Santa Rosa (p),Caserio,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,37,7964406.61719000000,394656.99327400000,-18.40779944,-69.99736878
Guanta,Otros,01,Tarapacß,012,Arica,01201,Arica,0120115,Chacalluta,38,7964466.13438000000,389754.26450600000,-18.40701237,-70.04377815
Arancha,Caserio,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,39,7964808.35824000000,396405.31081700000,-18.40425507,-69.98079727
Boca Negra,Otros,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,40,7966317.89279000000,398820.99651200000,-18.39073004,-69.9578534
Buena Vista,Otros,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,41,7967611.24395000000,400470.41196300000,-18.37911994,-69.94217658
Guanta Sur,Otros,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,42,7968138.71363000000,402819.90441100000,-18.37446194,-69.91991246
Tocontase,Otros,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,43,7968377.03878000000,404137.02766500000,-18.372368,-69.90743439
Chapisca,Caserio,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,44,7968474.54719000000,404806.82567300000,-18.37151691,-69.90109011
La Palma,Otros,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,45,7969590.89144000000,406064.00316300000,-18.36148423,-69.88913918
Molinos,Caserio,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,46,7970624.82440000000,407480.86763500000,-18.35220246,-69.87568208
Quebrada Cardones,Otros,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,47,7957303.41632000000,411271.58564800000,-18.47275317,-69.84039044
Cuesta El ßguila,Otros,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,48,7958892.29010000000,407491.46286500000,-18.45823214,-69.87611794
Central,Otros,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,49,7969762.61394000000,398713.07437500000,-18.35959489,-69.95870297
Puro Chile,Caserio,01,Tarapacß,012,Arica,01201,Arica,0120116,Molinos,50,7990376.11358000000,421352.41959900000,-18.17425577,-69.74363806
Bajo Molle,Caserio,01,Tarapacß,011,Iquique,01101,Iquique,0110112,La Tirana,51,7755398.35611000000,382129.20809200000,-20.29565323,-70.12888236
Tres Islas,Caserio,01,Tarapacß,011,Iquique,01101,Iquique,0110112,La Tirana,52,7754847.46047000000,381552.88650200000,-20.30059467,-70.13443739
Cerro Colorado,Otros,01,Tarapacß,011,Iquique,01101,Iquique,0110112,La Tirana,53,7753908.11278000000,381425.75674000000,-20.3090734,-70.13571669
Playa Blanca,Caserio,01,Tarapacß,011,Iquique,01101,Iquique,0110112,La Tirana,54,7751407.69793000000,380589.70198300000,-20.33161137,-70.14388936
Alto Playa Blanca,Caserio,01,Tarapacß,011,Iquique,01101,Iquique,0110112,La Tirana,55,7751133.03487000000,380305.22952000000,-20.33407497,-70.14663234
Punta Gruesa,Caserio,01,Tarapacß,011,Iquique,01101,Iquique,0110112,La Tirana,56,7748796.62412000000,377961.20307800000,-20.35503441,-70.16924258
Chaca,Otros,01,Tarapacß,012,Arica,01201,Arica,0120113,Chaca,57,7919041.23691000000,379138.62121700000,-18.81690441,-70.14701793
Chilcaya Alto,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130108,Surire,58,7922936.91897000000,492879.74060400000,-18.78521047,-69.06756476
Borax,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130108,Surire,59,7921467.13491000000,493677.25850800000,-18.79849679,-69.06000175
Chillßn Viejo,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130108,Surire,60,7920385.17277000000,503982.39236800000,-18.80828124,-68.96220558
Chulluncane,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130108,Surire,61,7915409.04887000000,485494.33227600000,-18.85320763,-69.13770081
Chulluncane,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130108,Surire,62,7914974.36135000000,484534.99873600000,-18.85712929,-69.14681106
Surire Conaf,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130108,Surire,63,7908138.87782000000,489038.17828100000,-18.91893568,-69.10410008
Soga,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110408,Soga,64,7840666.54996000000,460244.29437900000,-19.52834656,-69.37893667
Quebrada de Aroma,Otros,01,Tarapacß,011,Iquique,01104,Huara,0110407,Chiapa,65,7836079.99995000000,464531.81818600000,-19.56987619,-69.33815648
Cuya,Caserio,01,Tarapacß,012,Arica,01202,Camarones,0120205,Cuya,66,7886376.02488000000,381645.71962900000,-19.11221111,-70.12520659
Murmuntani Bajo,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,67,7970487.05428000000,441367.73028700000,-18.35465157,-69.5549654
Murmuntani Alto,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,68,7970977.93512000000,441618.17969700000,-18.35022194,-69.55258082
Ventullo,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,69,7970282.19395000000,441250.69573700000,-18.35649985,-69.55607904
Ancabullo,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,70,7969852.24517000000,441171.32057800000,-18.36038347,-69.55684278
Agua Santa,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,71,7969534.74453000000,440701.68421800000,-18.36323996,-69.56129724
Epispacha,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,72,7969541.17159000000,439388.01279100000,-18.36314482,-69.57373135
Chusmiza,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,73,7968508.79522000000,439351.76439200000,-18.37247424,-69.57410531
Chapiqui±a,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,74,7966188.59146000000,443459.66706600000,-18.39355725,-69.53528529
Central HidroelÚctrica,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,75,7967008.63770000000,442532.47800100000,-18.38612088,-69.54403974
Caillama,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,76,7965528.82301000000,442096.81479400000,-18.39948339,-69.54820628
Pachama,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,77,7962191.86446000000,444235.54160300000,-18.42969967,-69.52805022
Caisacola,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,78,7962281.07946000000,445102.20160000000,-18.428916,-69.51984138
Belen,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,79,7957996.11501000000,445112.54927500000,-18.46764311,-69.5198599
Opairumani,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,80,7959242.89424000000,445987.48206600000,-18.45639746,-69.51153994
Mendoza,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,81,7958892.92112000000,446906.16149600000,-18.45958374,-69.5028488
Quipaquipane,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,82,7958083.60829000000,445812.49550800000,-18.46687043,-69.51322829
Aquechoco,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,83,7958236.72153000000,446818.66821700000,-18.46551217,-69.50369472
Achacagua,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,84,7957658.27877000000,440301.64519000000,-18.47056594,-69.56543424
Lupica Medio,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,85,7954906.04573000000,442151.38446900000,-18.49549145,-69.54799403
Lupica,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,86,7954764.33183000000,443098.62998600000,-18.49679799,-69.53902517
Lupica Alto,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,87,7955085.05276000000,443359.68190100000,-18.49390641,-69.53654329
Saxamar Bajo,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130107,Tignamar,88,7945082.16738000000,449503.21726300000,-18.58446662,-69.47859996
Chaijate,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,89,7951798.90711000000,447872.85998100000,-18.52372235,-69.49387719
Chucurjalla,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,90,7952407.45000000000,446503.63848200000,-18.51818813,-69.50683327
Vilque,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,91,7951058.07229000000,447886.08917400000,-18.5304182,-69.49377107
Vilque,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130105,BelÚn,92,7950097.30213000000,448369.78155200000,-18.53911337,-69.48921299
Tana,Otros,01,Tarapacß,011,Iquique,01104,Huara,0110405,Tana,93,7848129.58150000000,399408.97955100000,-19.45876597,-69.95835719
Tiliviche,Otros,01,Tarapacß,011,Iquique,01104,Huara,0110405,Tana,94,7837883.40893000000,400474.71964600000,-19.55140318,-69.94874435
Quiu±a Alto,Otros,01,Tarapacß,011,Iquique,01104,Huara,0110405,Tana,95,7840495.01419000000,392614.42480800000,-19.52739634,-70.02351684
Quiu±a Bajo,Otros,01,Tarapacß,011,Iquique,01104,Huara,0110405,Tana,96,7841845.40520000000,391085.68026900000,-19.51511156,-70.03800797
Corza,Otros,01,Tarapacß,011,Iquique,01104,Huara,0110405,Tana,97,7851386.69776000000,414126.42645800000,-19.43002051,-69.81800425
Bajo Chiza,Otros,01,Tarapacß,011,Iquique,01104,Huara,0110405,Tana,98,7879708.72405000000,396970.94220700000,-19.17329119,-69.97988055
Cahuisa,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110605,Guatacondo,99,7697738.15830000000,493062.44329400000,-20.82030417,-69.06667348
Cerro Gordo,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110605,Guatacondo,100,7694223.98287000000,444062.95825000000,-20.85122642,-69.53768764
Guatacondo,Caserio,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110605,Guatacondo,101,7685764.17367000000,493795.33316800000,-20.92850101,-69.05967274
Cautenisca,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110605,Guatacondo,102,7684466.23352000000,499676.37289900000,-20.94023923,-69.00311269
ManÝ,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110605,Guatacondo,103,7669358.88396000000,483314.08220300000,-21.07666783,-69.16063343
Avanzada De Quillagua,Caserio,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110605,Guatacondo,104,7611446.26146000000,441336.89233500000,-21.59903603,-69.56674003
Pique Aurrerß,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110605,Guatacondo,105,7718187.19076000000,437520.51388300000,-20.63449972,-69.59971967
Pique Chileno,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110605,Guatacondo,106,7717567.38471000000,440853.76051600000,-20.64020816,-69.56774694
Saguara,Caserio,01,Tarapacß,012,Arica,01202,Camarones,0120203,Esqui±a,107,7910346.82242000000,448109.60540100000,-18.89835683,-69.49271765
Sucuna,Caserio,01,Tarapacß,012,Arica,01202,Camarones,0120203,Esqui±a,108,7916498.67216000000,453340.62642900000,-18.84288428,-69.44290237
Espillisa,Otros,01,Tarapacß,012,Arica,01202,Camarones,0120203,Esqui±a,109,7919002.98196000000,451283.00223900000,-18.82020399,-69.46237147
Chunchu±ure,Otros,01,Tarapacß,012,Arica,01202,Camarones,0120203,Esqui±a,110,7918714.04097000000,459330.83405100000,-18.82298906,-69.38599712
Condumaya,Otros,01,Tarapacß,012,Arica,01202,Camarones,0120202,Caritaya,111,7905161.33242000000,455340.26587800000,-18.94539009,-69.42417968
Cerro Blanco,Caserio,01,Tarapacß,012,Arica,01202,Camarones,0120203,Esqui±a,112,7903481.57005000000,452365.57191000000,-18.96050409,-69.45247372
Illapata,Caserio,01,Tarapacß,012,Arica,01202,Camarones,0120203,Esqui±a,113,7905021.24583000000,446361.39277400000,-18.94644146,-69.50946288
Esqui±a,Caserio,01,Tarapacß,012,Arica,01202,Camarones,0120203,Esqui±a,114,7906025.53398000000,444023.74327500000,-18.93730303,-69.5316366
Ðeque±eque,Otros,01,Tarapacß,012,Arica,01202,Camarones,0120203,Esqui±a,115,7905482.82363000000,443962.06404600000,-18.94220601,-69.53223792
Seipugro,Otros,01,Tarapacß,012,Arica,01202,Camarones,0120203,Esqui±a,116,7905291.21085000000,442311.29166700000,-18.94389203,-69.54792178
Puchuldiza,Otros,01,Tarapacß,011,Iquique,01103,Colchane,0110303,Puchuldiza,117,7855745.81590000000,505167.61415900000,-19.39246223,-68.95078495
Lupe,Otros,01,Tarapacß,011,Iquique,01103,Colchane,0110303,Puchuldiza,118,7855124.04382000000,501423.75247500000,-19.39808752,-68.98644008
Pingalliri,Otros,01,Tarapacß,011,Iquique,01103,Colchane,0110303,Puchuldiza,119,7845395.35825000000,494466.00305800000,-19.48600092,-69.05273458
Hullumaya,Otros,01,Tarapacß,011,Iquique,01103,Colchane,0110303,Puchuldiza,120,7845245.17674000000,498870.37513700000,-19.48736549,-69.01076452
Tapa Bajo,Otros,01,Tarapacß,011,Iquique,01103,Colchane,0110303,Puchuldiza,121,7840875.94499000000,502028.34521100000,-19.52685034,-68.98066663
Chichura,Otros,01,Tarapacß,011,Iquique,01103,Colchane,0110302,Cariquima,122,7834839.67865000000,509966.75501300000,-19.58137691,-68.90496902
Sibaya,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110403,Guavi±a,123,7812922.13211000000,482156.78431200000,-19.77938996,-69.17034047
Limaxi±a,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110403,Guavi±a,124,7812354.79489000000,481145.44405400000,-19.78450746,-69.18000096
Guavi±a,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110403,Guavi±a,125,7811343.45463000000,476631.41314500000,-19.7935982,-69.22310809
Mocha,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110403,Guavi±a,126,7809263.77037000000,471343.46304500000,-19.81232172,-69.27362574
Supacalani,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,127,7975349.14385000000,492790.61495400000,-18.31150243,-69.0682221
Jalsuri,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,128,7975461.67597000000,490082.71278800000,-18.31047445,-69.0938463
Complejo Aduanero Chungarß,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,129,7978188.05180000000,485767.04604300000,-18.28580811,-69.13466591
Chungarß Viejo,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,130,7975966.10176000000,486087.32167000000,-18.30589296,-69.13165077
Ajata,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,131,7978506.10686000000,483329.03488200000,-18.28291578,-69.15773063
Refugio Conaf Chungarß,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,132,7981402.41469000000,481441.58431900000,-18.25672239,-69.17556217
Balbune,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,133,7990991.41699000000,479728.43003500000,-18.1700377,-69.19167366
Cotacotani,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,134,7989923.61216000000,475207.67587800000,-18.17964157,-69.23443136
Chingani,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,135,7988174.16049000000,472790.03752200000,-18.19542451,-69.25731511
Copapujo,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,136,7990853.02293000000,468499.60727100000,-18.17115336,-69.29784673
Japo,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,137,7980637.91944000000,465612.33922300000,-18.26343618,-69.32531795
Lauca Muntune,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,138,7979526.66721000000,463925.61708700000,-18.27345214,-69.34129429
Pocollo,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130103,Parinacota,139,7977028.27150000000,463601.32308000000,-18.29602766,-69.34440693
Planta Lagunilla,Otros,01,Tarapacß,011,Iquique,01105,Pica,0110503,Cancosa,140,7807604.68047000000,517522.63518600000,-19.82744586,-68.83266972
Lirima,Caserio,01,Tarapacß,011,Iquique,01105,Pica,0110503,Cancosa,141,7807505.73278000000,517669.64319000000,-19.82833871,-68.83126495
Cancosa,Caserio,01,Tarapacß,011,Iquique,01105,Pica,0110503,Cancosa,142,7804340.76600000000,542037.22858400000,-19.85656768,-68.59849949
Cancosa Viejo,Otros,01,Tarapacß,011,Iquique,01105,Pica,0110503,Cancosa,143,7802613.93170000000,543659.40626200000,-19.8721368,-68.58296547
Villa Industrial,Otros,01,Tarapacß,013,Parinacota,01302,General Lagos,0130203,Coronel AlcÚrreca,144,8033963.04251000000,427528.83529400000,-17.7805337,-69.68372336
Pisagua,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110404,Pisagua,145,7832571.83270000000,372778.23660300000,-19.5978139,-70.21308641
Cappta,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110404,Pisagua,146,7831964.46656000000,399435.67986600000,-19.60483351,-69.95896461
Dolores,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110404,Pisagua,147,7823945.31758000000,400722.65732000000,-19.67735791,-69.94711835
Bajo Soga,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110404,Pisagua,148,7823234.09319000000,409106.82622600000,-19.68418843,-69.86717406
Negreiros,Otros,01,Tarapacß,011,Iquique,01104,Huara,0110404,Pisagua,149,7803011.18808000000,410490.01766600000,-19.86698393,-69.85495276
Vista Hermosa,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110404,Pisagua,150,7803293.41998000000,417169.50591100000,-19.86472836,-69.79114585
Colonos Rurales,Caserio,01,Tarapacß,011,Iquique,01104,Huara,0110404,Pisagua,151,7805958.94346000000,415256.60082600000,-19.84056083,-69.80929327
Campamento De Lata,Otros,01,Tarapacß,011,Iquique,01103,Colchane,0110304,Caico,152,7882979.60687000000,472370.06517100000,-19.14615786,-69.26274699
Pumiri,Otros,01,Tarapacß,011,Iquique,01103,Colchane,0110304,Caico,153,7887536.47606000000,485844.67834100000,-19.10511348,-69.13457713
Maimaja,Otros,01,Tarapacß,011,Iquique,01103,Colchane,0110304,Caico,154,7885135.54498000000,476681.94138500000,-19.12672764,-69.22171743
Berenguela,Otros,01,Tarapacß,011,Iquique,01103,Colchane,0110304,Caico,155,7874747.84319000000,477955.90481200000,-19.22062023,-69.20972287
Planta Diana,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110604,Pintados,156,7744013.65569000000,418671.09837800000,-20.40042649,-69.77945575
Minera Soledad,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110604,Pintados,157,7743312.26074000000,410786.45177500000,-20.40640955,-69.85505109
Canteras,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110603,La Tirana,158,7739684.35586000000,425298.07129000000,-20.43981648,-69.7161277
Junoy,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110604,Pintados,159,7731860.17434000000,427904.11629400000,-20.51061317,-69.69146297
Pillaya,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110604,Pintados,160,7728322.96709000000,427420.39564400000,-20.54255497,-69.69624657
Ex Estaci¾n Pintados,Otros,01,Tarapacß,011,Iquique,01106,Pozo Almonte,0110603,La Tirana,161,7719578.20470000000,433474.46191100000,-20.62179202,-69.63850218
Collacagua,Caserio,01,Tarapacß,011,Iquique,01105,Pica,0110504,Salar del Huasco,162,7784359.71703000000,517673.22231000000,-20.03750268,-68.83100852
Laguna Del Huasco,Otros,01,Tarapacß,011,Iquique,01105,Pica,0110504,Salar del Huasco,163,7758632.84407000000,512592.17534900000,-20.27002358,-68.87941505
Huasco Lipe,Otros,01,Tarapacß,011,Iquique,01105,Pica,0110504,Salar del Huasco,164,7754415.12412000000,511605.62423700000,-20.30814273,-68.88883525
Zapahuira,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130104,Socoroma,165,7972706.49176000000,437120.86560300000,-18.33447137,-69.59509256
Quebrada Zapahuira,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130104,Socoroma,166,7974053.12787000000,434651.03964300000,-18.32222638,-69.61842292
Mancaruma,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130104,Socoroma,167,7975253.77909000000,435759.33307800000,-18.31140879,-69.60789726
Paradero Zapahuira,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130104,Socoroma,168,7972393.66700000000,437874.62431000000,-18.33732076,-69.58796877
RÝo Seco,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130104,Socoroma,169,7968207.77379000000,432273.57147000000,-18.37498095,-69.64111567
Copaquilla,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130104,Socoroma,170,7964707.11576000000,434090.93435900000,-18.40667613,-69.62402668
Maillku,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130104,Socoroma,171,7967477.84935000000,432333.15713800000,-18.3815797,-69.640576
Aroma,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130104,Socoroma,172,7984205.48143000000,438805.28465800000,-18.2305936,-69.57880682
Socoroma,Caserio,01,Tarapacß,013,Parinacota,01301,Putre,0130104,Socoroma,173,7980522.34229000000,436384.61687500000,-18.26381096,-69.60181624
Cusiani,Otros,01,Tarapacß,013,Parinacota,01301,Putre,0130104,Socoroma,174,7981583.71201000000,434876.35464000000,-18.25417303,-69.61605032
Tacora,Caserio,01,Tarapacß,012,Parinacota,01302,General Lagos,0130204,Tacora,175,8034543.12236000000,423210.03884900000,-17.77514439,-69.72444525
Chucuyo,Otros,01,Tarapacß,012,Arica,01202,Camarones,0120201,Codpa,176,7914589.43214000000,427566.04619000000,-18.85939624,-69.68762065
